State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income
47,017,TN,Carroll County,"4,353",16.0,"52,680"
47,019,TN,Carter County,"10,052",18.3,"48,912"
47,021,TN,Cheatham County,"3,582",8.6,"78,437"
47,023,TN,Chester County,"2,460",15.1,"57,732"
47,025,TN,Claiborne County,"6,259",20.2,"41,087"
47,027,TN,Clay County,"1,546",20.5,"43,441"
47,029,TN,Cocke County,"8,235",22.5,"45,361"
47,031,TN,Coffee County,"9,937",16.9,"56,519"
47,033,TN,Crockett County,"2,264",16.6,"53,598"
47,035,TN,Cumberland County,"8,833",14.0,"53,388"
47,037,TN,Davidson County,"95,816",14.0,"72,561"
47,039,TN,Decatur County,"1,915",16.9,"52,294"
47,041,TN,DeKalb County,"3,245",15.6,"55,392"
47,043,TN,Dickson County,"6,135",11.1,"70,192"
47,045,TN,Dyer County,"6,131",17.1,"53,715"
47,047,TN,Fayette County,"4,486",10.4,"84,328"
47,049,TN,Fentress County,"4,428",23.3,"41,147"
47,051,TN,Franklin County,"5,530",13.2,"61,417"
47,053,TN,Gibson County,"7,424",14.9,"55,608"
47,055,TN,Giles County,"4,708",15.9,"54,684"
47,057,TN,Grainger County,"3,956",16.5,"51,951"
47,059,TN,Greene County,"11,835",17.1,"50,410"
47,061,TN,Grundy County,"2,887",21.3,"44,219"
47,063,TN,Hamblen County,"9,734",15.1,"56,734"
47,065,TN,Hamilton County,"43,066",11.8,"75,127"
47,067,TN,Hancock County,"1,819",27.1,"38,024"
47,069,TN,Hardeman County,"4,824",22.2,"44,454"
47,071,TN,Hardin County,"6,278",23.7,"42,573"
47,073,TN,Hawkins County,"8,385",14.6,"52,819"
47,075,TN,Haywood County,"3,571",20.7,"46,351"
47,077,TN,Henderson County,"4,634",16.9,"53,822"
47,079,TN,Henry County,"4,941",15.5,"51,194"
47,081,TN,Hickman County,"3,489",14.5,"56,917"
47,083,TN,Houston County,"1,101",13.7,"60,581"
47,085,TN,Humphreys County,"2,381",12.8,"58,917"
47,087,TN,Jackson County,"2,254",19.1,"43,306"
47,089,TN,Jefferson County,"6,138",11.1,"60,785"
47,091,TN,Johnson County,"3,686",22.3,"45,495"
47,093,TN,Knox County,"55,899",11.6,"70,013"
47,095,TN,Lake County,"1,622",34.2,"38,088"
47,097,TN,Lauderdale County,"4,449",19.5,"47,575"
47,099,TN,Lawrence County,"6,112",13.6,"55,562"
47,101,TN,Lewis County,"1,841",14.4,"53,189"
47,103,TN,Lincoln County,"4,966",13.9,"61,591"
47,105,TN,Loudon County,"5,881",10.2,"79,683"
47,107,TN,McMinn County,"8,003",14.9,"60,950"
47,109,TN,McNairy County,"4,424",17.3,"49,706"
47,111,TN,Macon County,"3,793",14.7,"56,817"
47,113,TN,Madison County,"14,152",14.9,"57,070"
47,115,TN,Marion County,"4,000",13.9,"58,686"
47,117,TN,Marshall County,"3,905",11.0,"64,013"
47,119,TN,Maury County,"11,092",10.4,"70,225"
47,121,TN,Meigs County,"2,176",16.6,"54,257"
47,123,TN,Monroe County,"7,002",14.9,"56,047"
47,125,TN,Montgomery County,"25,722",11.2,"67,478"
47,127,TN,Moore County,664,10.0,"68,086"
47,129,TN,Morgan County,"3,253",16.9,"59,967"
47,131,TN,Obion County,"5,068",16.9,"50,159"
47,133,TN,Overton County,"3,444",15.1,"52,108"
47,135,TN,Perry County,"1,438",16.9,"46,448"
47,137,TN,Pickett County,810,16.1,"47,932"
47,139,TN,Polk County,"2,717",15.4,"55,146"
47,141,TN,Putnam County,"15,140",19.1,"54,996"
47,143,TN,Rhea County,"4,752",14.4,"59,207"
47,145,TN,Roane County,"7,203",13.2,"63,430"
47,147,TN,Robertson County,"6,825",9.1,"77,326"
47,149,TN,Rutherford County,"33,552",9.4,"77,320"
47,151,TN,Scott County,"4,675",21.5,"44,599"
47,153,TN,Sequatchie County,"2,889",17.5,"56,264"
47,155,TN,Sevier County,"11,335",11.6,"59,530"
47,157,TN,Shelby County,"150,180",16.6,"61,452"
47,159,TN,Smith County,"2,551",12.6,"63,960"
47,161,TN,Stewart County,"1,814",13.1,"60,242"
47,163,TN,Sullivan County,"24,274",15.3,"54,361"
47,165,TN,Sumner County,"15,086",7.5,"87,453"
47,167,TN,Tipton County,"8,453",13.9,"68,778"
47,169,TN,Trousdale County,"1,609",16.7,"58,584"
47,171,TN,Unicoi County,"2,624",15.1,"52,260"
47,173,TN,Union County,"3,281",16.2,"51,169"
47,175,TN,Van Buren County,969,15.3,"50,260"
47,177,TN,Warren County,"6,223",15.0,"52,520"
47,179,TN,Washington County,"18,496",14.1,"64,270"
47,181,TN,Wayne County,"2,792",19.7,"48,321"
47,183,TN,Weakley County,"5,568",18.0,"49,815"
47,185,TN,White County,"4,567",16.4,"49,411"
47,187,TN,Williamson County,"10,671",4.1,"133,486"
47,189,TN,Wilson County,"11,221",7.2,"88,462"
48,000,TX,Texas,"4,118,852",14.0,"72,279"
48,001,TX,Anderson County,"8,553",19.3,"60,800"
48,003,TX,Andrews County,"2,223",12.2,"68,998"
48,005,TX,Angelina County,"13,520",15.9,"56,825"
48,007,TX,Aransas County,"4,263",17.4,"60,523"
48,009,TX,Archer County,789,9.0,"72,062"
48,011,TX,Armstrong County,184,10.2,"67,548"
48,013,TX,Atascosa County,"8,191",16.2,"59,817"
48,015,TX,Austin County,"4,625",15.0,"68,630"
48,017,TX,Bailey County,"1,084",16.3,"52,751"
48,019,TX,Bandera County,"2,580",11.7,"69,284"
48,021,TX,Bastrop County,"12,789",12.3,"73,403"
48,023,TX,Baylor County,473,13.9,"49,059"
48,025,TX,Bee County,"6,613",28.7,"48,176"
48,027,TX,Bell County,"53,701",14.2,"62,412"
48,029,TX,Bexar County,"314,925",15.6,"65,839"
48,031,TX,Blanco County,"1,031",8.4,"82,236"
48,033,TX,Borden County,67,11.5,"75,186"
48,035,TX,Bosque County,"2,277",12.4,"61,048"
48,037,TX,Bowie County,"16,274",18.8,"52,460"
48,039,TX,Brazoria County,"38,062",10.1,"86,197"
48,041,TX,Brazos County,"49,079",22.2,"60,355"
48,043,TX,Brewster County,"1,239",14.0,"52,388"
48,045,TX,Briscoe County,220,15.4,"53,208"
48,047,TX,Brooks County,"1,804",28.0,"35,359"
48,049,TX,Brown County,"6,377",17.4,"53,455"
48,051,TX,Burleson County,"2,839",15.4,"62,095"
48,053,TX,Burnet County,"4,642",9.0,"74,897"
48,055,TX,Caldwell County,"6,652",14.5,"60,833"
48,057,TX,Calhoun County,"3,071",15.9,"62,742"
48,059,TX,Callahan County,"1,932",13.7,"63,836"
48,061,TX,Cameron County,"95,070",22.6,"49,583"
48,063,TX,Camp County,"2,290",18.1,"52,919"
48,065,TX,Carson County,495,8.6,"71,902"
48,067,TX,Cass County,"4,902",17.4,"54,276"
48,069,TX,Castro County,"1,197",16.7,"59,958"
48,071,TX,Chambers County,"4,236",8.3,"102,146"
48,073,TX,Cherokee County,"8,284",16.8,"50,351"
48,075,TX,Childress County,"1,101",20.0,"49,200"
48,077,TX,Clay County,"1,108",10.7,"66,085"
48,079,TX,Cochran County,657,26.3,"45,766"
48,081,TX,Coke County,501,15.4,"43,774"
48,083,TX,Coleman County,"1,401",18.0,"45,834"
48,085,TX,Collin County,"55,552",4.8,"113,943"
48,087,TX,Collingsworth County,431,16.9,"52,093"
48,089,TX,Colorado County,"2,944",14.5,"59,711"
48,091,TX,Comal County,"13,044",7.1,"92,979"
48,093,TX,Comanche County,"2,276",16.6,"51,559"
48,095,TX,Concho County,466,20.2,"51,191"
48,097,TX,Cooke County,"5,277",12.5,"66,466"
48,099,TX,Coryell County,"8,818",12.2,"63,428"
48,101,TX,Cottle County,263,20.2,"45,351"
48,103,TX,Crane County,506,11.4,"67,889"
48,105,TX,Crockett County,457,15.8,"71,851"
48,107,TX,Crosby County,"1,084",22.0,"46,457"
48,109,TX,Culberson County,432,20.1,"52,160"
48,111,TX,Dallam County,801,11.1,"61,636"
48,113,TX,Dallas County,"364,132",14.2,"70,871"
48,115,TX,Dawson County,"2,339",22.2,"48,801"
48,117,TX,Deaf Smith County,"3,071",16.9,"55,565"
48,119,TX,Delta County,888,16.6,"54,587"
48,121,TX,Denton County,"75,587",7.8,"102,711"
48,123,TX,DeWitt County,"3,599",19.8,"55,525"
48,125,TX,Dickens County,279,16.2,"47,074"
48,127,TX,Dimmit County,"2,057",25.1,"44,312"
48,129,TX,Donley County,537,17.9,"44,866"
48,131,TX,Duval County,"2,426",27.0,"40,539"
48,133,TX,Eastland County,"2,567",14.9,"53,351"
48,135,TX,Ector County,"25,752",16.2,"64,868"
48,137,TX,Edwards County,291,20.7,"50,752"
48,139,TX,Ellis County,"18,830",9.0,"89,314"
48,141,TX,El Paso County,"179,428",21.0,"53,441"
48,143,TX,Erath County,"5,198",12.9,"60,093"
48,145,TX,Falls County,"3,247",21.4,"47,534"
48,147,TX,Fannin County,"4,662",13.7,"60,959"
48,149,TX,Fayette County,"2,651",10.8,"70,476"
48,151,TX,Fisher County,612,16.9,"57,867"
48,153,TX,Floyd County,"1,106",21.3,"45,784"
48,155,TX,Foard County,174,17.0,"47,657"
48,157,TX,Fort Bend County,"69,965",7.9,"105,583"
48,159,TX,Franklin County,"1,444",13.7,"56,623"
48,161,TX,Freestone County,"2,874",15.7,"56,372"
48,163,TX,Frio County,"3,706",24.6,"46,769"
48,165,TX,Gaines County,"3,239",14.7,"62,465"
48,167,TX,Galveston County,"47,446",13.5,"75,947"
48,169,TX,Garza County,"1,073",26.6,"50,255"
48,171,TX,Gillespie County,"2,613",9.6,"77,013"
48,173,TX,Glasscock County,106,9.1,"96,533"
48,175,TX,Goliad County,"1,025",14.5,"62,841"
48,177,TX,Gonzales County,"3,011",15.4,"57,523"
48,179,TX,Gray County,"3,244",16.7,"50,648"
48,181,TX,Grayson County,"15,629",11.1,"66,141"
48,183,TX,Gregg County,"19,744",16.2,"60,932"
48,185,TX,Grimes County,"4,386",15.5,"61,188"
48,187,TX,Guadalupe County,"17,172",9.5,"86,043"
48,189,TX,Hale County,"6,435",21.5,"49,571"
48,191,TX,Hall County,643,23.1,"40,677"
48,193,TX,Hamilton County,"1,118",13.7,"59,753"
48,195,TX,Hansford County,574,11.3,"69,064"
48,197,TX,Hardeman County,572,16.3,"49,539"
48,199,TX,Hardin County,"7,590",13.2,"70,432"
48,201,TX,Harris County,"775,281",16.4,"68,748"
48,203,TX,Harrison County,"10,570",15.7,"64,636"
48,205,TX,Hartley County,389,9.0,"84,165"
48,207,TX,Haskell County,996,20.4,"48,587"
48,209,TX,Hays County,"25,751",9.9,"89,074"
48,211,TX,Hemphill County,350,11.2,"73,212"
48,213,TX,Henderson County,"10,798",13.0,"62,843"
48,215,TX,Hidalgo County,"240,721",27.4,"48,825"
48,217,TX,Hill County,"5,714",15.6,"57,566"
48,219,TX,Hockley County,"3,104",14.9,"56,923"
48,221,TX,Hood County,"6,447",9.8,"75,545"
48,223,TX,Hopkins County,"4,779",12.8,"64,249"
48,225,TX,Houston County,"3,924",20.1,"49,741"
48,227,TX,Howard County,"4,813",17.0,"59,598"
48,229,TX,Hudspeth County,863,35.7,"39,582"
48,231,TX,Hunt County,"13,548",12.9,"68,019"
48,233,TX,Hutchinson County,"2,359",11.9,"65,019"
48,235,TX,Irion County,131,8.6,"77,768"
48,237,TX,Jack County,"1,237",15.8,"54,132"
48,239,TX,Jackson County,"2,233",15.2,"61,953"
48,241,TX,Jasper County,"6,202",19.4,"50,763"
48,243,TX,Jeff Davis County,254,13.3,"58,285"
48,245,TX,Jefferson County,"44,645",18.8,"55,065"
48,247,TX,Jim Hogg County,"1,263",26.9,"43,782"
48,249,TX,Jim Wells County,"9,541",24.8,"48,252"
48,251,TX,Johnson County,"19,258",10.0,"76,747"
48,253,TX,Jones County,"3,224",22.0,"51,894"
48,255,TX,Karnes County,"2,296",19.5,"61,860"
48,257,TX,Kaufman County,"14,630",8.6,"92,814"
48,259,TX,Kendall County,"3,384",7.0,"120,238"
48,261,TX,Kenedy County,27,7.6,"43,274"
48,263,TX,Kent County,82,11.8,"58,118"
48,265,TX,Kerr County,"6,477",12.5,"59,619"
48,267,TX,Kimble County,745,16.9,"51,851"
48,269,TX,King County,24,10.3,"87,856"
48,271,TX,Kinney County,563,21.0,"52,609"
48,273,TX,Kleberg County,"7,761",26.7,"51,342"
48,275,TX,Knox County,613,19.3,"47,207"
48,277,TX,Lamar County,"7,422",15.0,"62,620"
48,279,TX,Lamb County,"2,235",17.8,"53,008"
48,281,TX,Lampasas County,"2,928",13.0,"67,917"
48,283,TX,La Salle County,"1,485",29.0,"40,555"
48,285,TX,Lavaca County,"2,521",12.5,"58,400"
48,287,TX,Lee County,"2,170",12.3,"65,911"
48,289,TX,Leon County,"2,265",14.0,"56,749"
48,291,TX,Liberty County,"19,323",19.9,"61,880"
48,293,TX,Limestone County,"3,972",18.7,"51,357"
48,295,TX,Lipscomb County,383,13.6,"70,236"
48,297,TX,Live Oak County,"1,892",19.2,"58,576"
48,299,TX,Llano County,"2,857",12.8,"59,528"
48,301,TX,Loving County,2,3.9,"94,716"
48,303,TX,Lubbock County,"52,929",17.3,"59,138"
48,305,TX,Lynn County,883,15.6,"56,754"
48,307,TX,McCulloch County,"1,370",18.6,"45,915"
48,309,TX,McLennan County,"40,862",16.0,"63,160"
48,311,TX,McMullen County,72,12.6,"67,525"
48,313,TX,Madison County,"1,915",16.7,"53,906"
48,315,TX,Marion County,"1,695",17.9,"47,720"
48,317,TX,Martin County,710,13.7,"73,315"
48,319,TX,Mason County,497,12.5,"59,129"
48,321,TX,Matagorda County,"7,106",19.9,"58,380"
48,323,TX,Maverick County,"12,535",21.9,"43,407"
48,325,TX,Medina County,"6,070",11.8,"70,313"
48,327,TX,Menard County,398,20.6,"44,145"
48,329,TX,Midland County,"19,792",11.6,"81,187"
48,331,TX,Milam County,"4,189",16.6,"54,667"
48,333,TX,Mills County,646,15.0,"58,068"
48,335,TX,Mitchell County,"1,451",21.5,"48,378"
48,337,TX,Montague County,"3,084",14.8,"57,076"
48,339,TX,Montgomery County,"57,427",8.5,"95,241"
48,341,TX,Moore County,"2,392",11.5,"66,583"
48,343,TX,Morris County,"2,218",18.5,"49,847"
48,345,TX,Motley County,188,18.3,"46,320"
48,347,TX,Nacogdoches County,"14,076",23.3,"51,708"
48,349,TX,Navarro County,"12,232",22.9,"50,822"
48,351,TX,Newton County,"2,162",18.1,"47,804"
48,353,TX,Nolan County,"2,605",18.3,"50,579"
48,355,TX,Nueces County,"59,461",17.3,"60,250"
48,357,TX,Ochiltree County,"1,118",11.7,"69,383"
48,359,TX,Oldham County,194,12.3,"66,411"
48,361,TX,Orange County,"11,655",13.8,"63,901"
48,363,TX,Palo Pinto County,"4,549",15.7,"56,809"
48,365,TX,Panola County,"3,063",13.7,"59,772"
48,367,TX,Parker County,"12,854",7.8,"95,277"
48,369,TX,Parmer County,"1,327",13.9,"57,786"
48,371,TX,Pecos County,"2,300",17.9,"54,003"
48,373,TX,Polk County,"9,204",18.7,"58,894"
48,375,TX,Potter County,"21,130",19.5,"51,028"
48,377,TX,Presidio County,"1,354",23.0,"43,666"
48,379,TX,Rains County,"1,770",13.9,"45,419"
48,381,TX,Randall County,"12,193",8.5,"77,066"
48,383,TX,Reagan County,355,11.3,"83,195"
48,385,TX,Real County,457,16.6,"49,467"
48,387,TX,Red River County,"2,200",19.3,"47,081"
48,389,TX,Reeves County,"2,589",22.9,"53,969"
48,391,TX,Refugio County,"1,145",17.5,"50,936"
48,393,TX,Roberts County,76,9.5,"70,814"
48,395,TX,Robertson County,"2,993",17.6,"57,796"
48,397,TX,Rockwall County,"5,809",4.7,"124,291"
48,399,TX,Runnels County,"1,550",16.0,"52,729"
48,401,TX,Rusk County,"8,322",17.4,"55,085"
48,403,TX,Sabine County,"1,670",16.8,"50,564"
48,405,TX,San Augustine County,"1,522",19.9,"49,591"
48,407,TX,San Jacinto County,"4,748",16.8,"57,855"
48,409,TX,San Patricio County,"11,937",17.2,"62,919"
48,411,TX,San Saba County,978,18.9,"51,350"
48,413,TX,Schleicher County,370,16.0,"54,168"
48,415,TX,Scurry County,"2,326",15.2,"60,387"
48,417,TX,Shackelford County,398,12.6,"64,690"
48,419,TX,Shelby County,"4,878",20.5,"51,551"
48,421,TX,Sherman County,334,12.1,"73,395"
48,423,TX,Smith County,"27,902",11.8,"67,978"
48,425,TX,Somervell County,868,9.0,"75,568"
48,427,TX,Starr County,"21,456",32.8,"35,758"
48,429,TX,Stephens County,"1,602",18.9,"50,710"
48,431,TX,Sterling County,167,12.1,"75,895"
48,433,TX,Stonewall County,181,15.8,"53,153"
48,435,TX,Sutton County,443,13.8,"68,838"
48,437,TX,Swisher County,"1,244",19.9,"52,148"
48,439,TX,Tarrant County,"225,849",10.6,"76,285"
48,441,TX,Taylor County,"22,632",16.2,"61,798"
48,443,TX,Terrell County,126,18.2,"47,969"
48,445,TX,Terry County,"2,228",20.6,"46,998"
48,447,TX,Throckmorton County,199,12.9,"50,997"
48,449,TX,Titus County,"4,934",16.0,"58,411"
48,451,TX,Tom Green County,"15,080",13.1,"60,348"
48,453,TX,Travis County,"131,687",10.1,"95,151"
48,455,TX,Trinity County,"2,205",15.9,"49,629"
48,457,TX,Tyler County,"3,166",17.5,"50,722"
48,459,TX,Upshur County,"6,553",15.6,"59,690"
48,461,TX,Upton County,482,15.6,"61,607"
48,463,TX,Uvalde County,"5,983",24.9,"48,427"
48,465,TX,Val Verde County,"9,706",21.3,"52,593"
48,467,TX,Van Zandt County,"8,488",13.6,"57,706"
48,469,TX,Victoria County,"13,969",15.5,"67,905"
48,471,TX,Walker County,"11,970",20.0,"53,301"
48,473,TX,Waller County,"7,974",14.3,"75,223"
48,475,TX,Ward County,"1,581",14.6,"60,775"
48,477,TX,Washington County,"4,606",13.5,"66,911"
48,479,TX,Webb County,"55,124",20.9,"56,289"
48,481,TX,Wharton County,"6,017",14.6,"57,487"
48,483,TX,Wheeler County,727,15.3,"55,713"
48,485,TX,Wichita County,"18,368",15.5,"56,634"
48,487,TX,Wilbarger County,"2,025",16.6,"52,983"
48,489,TX,Willacy County,"5,082",29.0,"41,648"
48,491,TX,Williamson County,"41,275",6.2,"101,891"
48,493,TX,Wilson County,"5,481",10.5,"79,432"
48,495,TX,Winkler County,"1,009",14.0,"69,775"
48,497,TX,Wise County,"6,023",8.2,"80,096"
48,499,TX,Wood County,"5,895",13.0,"57,504"
48,501,TX,Yoakum County,"1,038",14.1,"62,748"
48,503,TX,Young County,"2,792",15.7,"58,297"
48,505,TX,Zapata County,"4,508",32.8,"39,403"
48,507,TX,Zavala County,"2,709",29.1,"36,237"
49,000,UT,Utah,"276,360",8.3,"88,531"
49,001,UT,Beaver County,685,9.9,"66,394"
49,003,UT,Box Elder County,"4,923",8.1,"79,450"
49,005,UT,Cache County,"16,598",12.2,"76,631"
49,007,UT,Carbon County,"2,748",13.5,"59,243"
49,009,UT,Daggett County,74,7.3,"66,427"
49,011,UT,Davis County,"23,448",6.4,"103,143"
49,013,UT,Duchesne County,"2,760",13.8,"67,256"
49,015,UT,Emery County,"1,168",11.6,"64,651"
49,017,UT,Garfield County,479,9.3,"66,786"
49,019,UT,Grand County,"1,051",10.9,"67,218"
49,021,UT,Iron County,"7,723",12.7,"66,499"
49,023,UT,Juab County,946,7.6,"94,181"
49,025,UT,Kane County,734,9.2,"66,609"
49,027,UT,Millard County,"1,380",10.5,"67,318"
49,029,UT,Morgan County,514,4.0,"119,482"
49,031,UT,Piute County,215,14.5,"54,495"
49,033,UT,Rich County,231,8.8,"71,800"
49,035,UT,Salt Lake County,"90,158",7.7,"91,713"
49,037,UT,San Juan County,"3,208",22.8,"50,452"
49,039,UT,Sanpete County,"4,096",15.2,"65,044"
49,041,UT,Sevier County,"2,185",10.1,"73,014"
49,043,UT,Summit County,"2,316",5.4,"132,358"
49,045,UT,Tooele County,"5,151",6.5,"91,353"
49,047,UT,Uintah County,"4,402",11.9,"67,554"
49,049,UT,Utah County,"55,585",8.1,"95,085"
49,051,UT,Wasatch County,"1,808",5.0,"115,793"
49,053,UT,Washington County,"18,880",9.7,"75,572"
49,055,UT,Wayne County,305,11.5,"63,705"
49,057,UT,Weber County,"22,590",8.5,"83,465"
50,000,VT,Vermont,"63,667",10.2,"74,555"
50,001,VT,Addison County,"3,037",8.8,"79,526"
50,003,VT,Bennington County,"3,986",11.0,"69,249"
50,005,VT,Caledonia County,"3,632",12.1,"61,554"
50,007,VT,Chittenden County,"15,769",9.8,"86,579"
50,009,VT,Essex County,722,12.1,"54,570"
50,011,VT,Franklin County,"4,316",8.6,"76,395"
50,013,VT,Grand Isle County,642,8.6,"76,260"
50,015,VT,Lamoille County,"2,361",9.2,"65,190"
50,017,VT,Orange County,"3,032",10.3,"73,057"
50,019,VT,Orleans County,"3,713",13.8,"56,818"
50,021,VT,Rutland County,"7,261",12.4,"61,290"
50,023,VT,Washington County,"5,382",9.3,"77,432"
50,025,VT,Windham County,"4,821",10.9,"61,976"
50,027,VT,Windsor County,"4,992",8.7,"74,244"
51,000,VA,Virginia,"893,559",10.6,"85,838"
51,001,VA,Accomack County,"5,236",16.0,"56,357"
51,003,VA,Albemarle County,"9,024",8.4,"94,727"
51,005,VA,Alleghany County,"1,966",13.5,"52,412"
51,007,VA,Amelia County,"1,510",11.3,"65,835"
51,009,VA,Amherst County,"3,953",12.8,"61,271"
51,011,VA,Appomattox County,"1,996",12.0,"62,375"
51,013,VA,Arlington County,"15,822",6.8,"131,020"
51,015,VA,Augusta County,"6,185",8.2,"77,487"
51,017,VA,Bath County,500,12.6,"59,763"
51,019,VA,Bedford County,"6,770",8.4,"71,135"
51,021,VA,Bland County,731,13.4,"55,722"
51,023,VA,Botetourt County,"2,373",7.0,"81,122"
51,025,VA,Brunswick County,"2,880",20.8,"49,080"
51,027,VA,Buchanan County,"4,865",26.9,"39,652"
51,029,VA,Buckingham County,"2,732",18.4,"55,965"
51,031,VA,Campbell County,"6,910",12.7,"63,516"
51,033,VA,Caroline County,"3,302",10.5,"72,210"
51,035,VA,Carroll County,"4,591",15.8,"51,111"
51,036,VA,Charles City County,776,11.8,"67,596"
51,037,VA,Charlotte County,"2,065",18.2,"50,151"
51,041,VA,Chesterfield County,"25,672",6.9,"100,149"
51,043,VA,Clarke County,"1,081",7.2,"106,914"
51,045,VA,Craig County,570,11.8,"62,672"
51,047,VA,Culpeper County,"4,362",8.3,"94,287"
51,049,VA,Cumberland County,"1,464",15.1,"55,257"
51,051,VA,Dickenson County,"3,113",23.4,"43,271"
51,053,VA,Dinwiddie County,"3,047",11.0,"72,695"
51,057,VA,Essex County,"1,401",13.3,"58,214"
51,059,VA,Fairfax County,"66,177",5.9,"144,632"
51,061,VA,Fauquier County,"4,759",6.4,"120,301"
51,063,VA,Floyd County,"1,897",12.3,"62,561"
51,065,VA,Fluvanna County,"2,065",7.7,"88,162"
51,067,VA,Franklin County,"7,186",13.3,"68,089"
51,069,VA,Frederick County,"6,794",7.2,"97,091"
51,071,VA,Giles County,"1,954",12.0,"62,716"
51,073,VA,Gloucester County,"3,419",8.7,"76,960"
51,075,VA,Goochland County,"1,548",6.1,"113,617"
51,077,VA,Grayson County,"2,749",19.3,"45,414"
51,079,VA,Greene County,"1,753",8.4,"82,772"
51,081,VA,Greensville County,"1,667",21.1,"47,596"
51,083,VA,Halifax County,"5,445",16.5,"50,578"
51,085,VA,Hanover County,"5,754",5.2,"103,639"
51,087,VA,Henrico County,"30,491",9.2,"82,187"
51,089,VA,Henry County,"8,414",17.1,"49,370"
51,091,VA,Highland County,295,12.9,"54,470"
51,093,VA,Isle of Wight County,"3,407",8.5,"85,227"
51,095,VA,James City County,"5,478",6.9,"103,070"
51,097,VA,King and Queen County,953,14.2,"62,180"
51,099,VA,King George County,"1,904",6.9,"100,092"
51,101,VA,King William County,"1,351",7.3,"82,715"
51,103,VA,Lancaster County,"1,489",14.2,"60,857"
51,105,VA,Lee County,"4,981",24.4,"41,573"
51,107,VA,Loudoun County,"16,440",3.8,"167,605"
51,109,VA,Louisa County,"4,288",10.7,"72,569"
51,111,VA,Lunenburg County,"2,418",21.9,"47,660"
51,113,VA,Madison County,"1,469",10.7,"71,697"
51,115,VA,Mathews County,739,8.8,"73,827"
51,117,VA,Mecklenburg County,"5,741",19.4,"52,092"
51,119,VA,Middlesex County,"1,293",12.2,"68,881"
51,121,VA,Montgomery County,"18,472",21.0,"69,668"
51,125,VA,Nelson County,"1,864",12.8,"66,612"
51,127,VA,New Kent County,"1,243",5.1,"115,627"
51,131,VA,Northampton County,"2,230",19.1,"52,783"
51,133,VA,Northumberland County,"1,634",13.3,"67,077"
51,135,VA,Nottoway County,"2,892",21.2,"50,756"
51,137,VA,Orange County,"3,820",10.1,"81,390"
51,139,VA,Page County,"3,075",13.1,"60,061"
51,141,VA,Patrick County,"2,487",14.4,"49,319"
51,143,VA,Pittsylvania County,"8,407",14.4,"49,659"
51,145,VA,Powhatan County,"1,702",5.6,"105,231"
51,147,VA,Prince Edward County,"3,554",20.3,"57,400"
51,149,VA,Prince George County,"3,863",11.4,"76,571"
51,153,VA,Prince William County,"33,481",6.9,"119,051"
51,155,VA,Pulaski County,"4,551",14.0,"57,731"
51,157,VA,Rappahannock County,731,9.8,"85,575"
51,159,VA,Richmond County,"1,226",16.3,"60,180"
51,161,VA,Roanoke County,"7,062",7.5,"77,010"
51,163,VA,Rockbridge County,"2,677",12.1,"64,393"
51,165,VA,Rockingham County,"8,740",10.5,"72,921"
51,167,VA,Russell County,"4,645",18.4,"49,537"
51,169,VA,Scott County,"4,021",19.5,"43,743"
51,171,VA,Shenandoah County,"5,498",12.4,"65,289"
51,173,VA,Smyth County,"5,672",19.7,"45,484"
51,175,VA,Southampton County,"2,469",15.0,"61,246"
51,177,VA,Spotsylvania County,"12,109",8.3,"96,322"
51,179,VA,Stafford County,"8,703",5.5,"134,456"
51,181,VA,Surry County,806,12.4,"65,339"
51,183,VA,Sussex County,"2,012",23.5,"49,340"
51,185,VA,Tazewell County,"6,687",17.6,"48,360"
51,187,VA,Warren County,"3,950",9.8,"79,949"
51,191,VA,Washington County,"5,905",11.3,"61,686"
51,193,VA,Westmoreland County,"2,989",16.1,"61,545"
51,195,VA,Wise County,"7,279",22.2,"45,220"
51,197,VA,Wythe County,"4,392",15.7,"47,257"
51,199,VA,York County,"3,563",5.1,"111,346"
51,510,VA,Alexandria city,"13,926",9.0,"110,115"
51,520,VA,Bristol city,"3,452",20.7,"43,123"
51,530,VA,Buena Vista city,942,15.7,"51,030"
51,540,VA,Charlottesville city,"9,354",21.8,"67,903"
51,550,VA,Chesapeake city,"21,696",8.7,"87,127"
51,570,VA,Colonial Heights city,"1,876",10.4,"68,456"
51,580,VA,Covington city,906,16.2,"46,592"
51,590,VA,Danville city,"10,935",26.8,"40,799"
51,595,VA,Emporia city,"1,170",22.2,"43,496"
51,600,VA,Fairfax city,"1,861",7.6,"122,790"
51,610,VA,Falls Church city,588,4.1,"142,513"
51,620,VA,Franklin city,"1,544",19.0,"54,594"
51,630,VA,Fredericksburg city,"3,983",15.0,"71,217"
51,640,VA,Galax city,"1,428",22.0,"44,706"
51,650,VA,Hampton city,"19,408",14.4,"64,086"
51,660,VA,Harrisonburg city,"12,480",28.5,"56,057"
51,670,VA,Hopewell city,"4,053",17.9,"53,098"
51,678,VA,Lexington city,952,20.0,"62,382"
51,680,VA,Lynchburg city,"13,550",19.6,"50,494"
51,683,VA,Manassas city,"3,864",9.1,"97,722"
51,685,VA,Manassas Park city,"1,480",8.9,"90,816"
51,690,VA,Martinsville city,"2,743",20.6,"41,500"
51,700,VA,Newport News city,"30,290",17.2,"63,350"
